date,data
2020-06-01,20588922.5
2020-07-01,19833388.903225806
2020-08-01,19924340.387096774
2020-09-01,21009210.666666668
2020-10-01,21865212.774193548
2020-11-01,22544116.633333333
2020-12-01,23958745.741935484
2021-01-01,24674583.0
2021-02-01,25383743.85714286
2021-03-01,25653202.51612903
2021-04-01,25477643.733333334
2021-05-01,24624342.48387097
2021-06-01,24167638.166666668
2021-07-01,23489163.129032258
2021-08-01,23960636.93548387
2021-09-01,24056271.9
2021-10-01,24549384.741935484
2021-11-01,24895240.566666666
2021-12-01,25511003.967741936
2022-01-01,27146973.741935484
2022-02-01,27639987.92857143
2022-03-01,27168783.612903226
2022-04-01,27049211.3
2022-05-01,26280258.548387095
2022-06-01,26564763.433333334
2022-07-01,26026500.419354837
2022-08-01,25952011.129032258
